title,price,area,address,floors,bedrooms,description,phan_khu,view,furniture
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.25 tỷ,Diện tích: 99.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.98 tỷ,Diện tích: 56.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.58 tỷ,Diện tích: 55.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.48 tỷ,Diện tích: 60.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.51 tỷ,Diện tích: 42.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.38 tỷ,Diện tích: 34.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.79 tỷ,Diện tích: 81.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.06 tỷ,Diện tích: 56.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.36 tỷ,Diện tích: 61.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.26 tỷ,Diện tích: 37.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.96 tỷ,Diện tích: 40.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Ruby,VinUni,Full đồ
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 4.1 tỷ,Diện tích: 89.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.94 tỷ,Diện tích: 54.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.45 tỷ,Diện tích: 63.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 1.77 tỷ,Diện tích: 35.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",10 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.22 tỷ,Diện tích: 40.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.07 tỷ,Diện tích: 62.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.98 tỷ,Diện tích: 62.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Sapphire,Hồ Ngọc Trai,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.18 tỷ,Diện tích: 55.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.77 tỷ,Diện tích: 98.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.42 tỷ,Diện tích: 63.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Ruby,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.75 tỷ,Diện tích: 43.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Pavilion,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.36 tỷ,Diện tích: 64.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.68 tỷ,Diện tích: 90.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.2 tỷ,Diện tích: 59.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.05 tỷ,Diện tích: 44.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.89 tỷ,Diện tích: 86.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.37 tỷ,Diện tích: 89.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.76 tỷ,Diện tích: 54.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.8 tỷ,Diện tích: 65.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.63 tỷ,Diện tích: 69.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Pavilion,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.57 tỷ,Diện tích: 58.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.66 tỷ,Diện tích: 60.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.96 tỷ,Diện tích: 69.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.39 tỷ,Diện tích: 79.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.32 tỷ,Diện tích: 61.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Zenpark,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.32 tỷ,Diện tích: 65.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.56 tỷ,Diện tích: 99.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,3 phòng ngủ,"Căn hộ view VinUni, nội thất Trống",Sapphire,VinUni,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.42 tỷ,Diện tích: 32.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.31 tỷ,Diện tích: 63.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.06 tỷ,Diện tích: 58.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Ruby,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.45 tỷ,Diện tích: 75.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,3 phòng ngủ,"Căn hộ view VinUni, nội thất Trống",Sapphire,VinUni,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.65 tỷ,Diện tích: 59.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
